,text,label
3749,honestly i think i would trash that young man and i will fuck his bitch and i will smack his mother prolly shot his ugly ass dog,__label__offensive
4500,  bruh really rocking a toaster on his face lmaoooo he prolly got 0 bitches too man,__label__offensive
2849,  for reals psycho ass bitch lol,__label__offensive
1269,    a bird does not sing because it has an answer it sings because it has a song  ,__label__non_offensive
4108,    you know you are ugly when an ape was chosen as a man crush and you have never been httptcodwps7b4xju,__label__non_offensive
4509,laughing at my deck that they gave me yellow and jesus stencils all over it,__label__non_offensive
2888,let us be serious most fanscallers wanted to run heavily and dink and dunk does not work great against a d you cannot get extra yrds against,__label__non_offensive
393,i said middle school days as in the ghetto way people   and what i am nor here to impress you what are you go httptcoqypvikcrfy,__label__non_offensive
301,i will go to class the last 30 minutes of that hoe,__label__offensive
497,i havnt fought a bitch ina minute cant wait,__label__offensive
1915,  we might have more cannot really be sure but some weird little bird said that might be a possibility stay tuned maybe,__label__non_offensive
4306,my timeline looks thirsty bc all you basic hoes keep talking bout the same nigga that do not matter ctfuu,__label__offensive
2067,    you all hoes need to get out more there so much more to life than being a fuckin hater go get yours,__label__offensive
1178,    when tyler the creator said rape a pregnant bitch and tell my friends i had a threesome httptcombrtvpuakt,__label__offensive
803,it is basic bitches unite around these parts  ,__label__offensive
2721,    now bitches gonna think just because they are married they are better than every female that is not smh,__label__offensive
704,        bitch i was fukkin wicha but fuck you nigga square up  and i am fucking with you  ,__label__offensive
1833,what made this niggah say that out his mouth,__label__offensive
4146,why you fuckin wit a niggah if you aint fuckin wit a real niggah,__label__offensive
2278,      unexplainable,__label__non_offensive
4319,gotta question the nicca standing next to you cut em off,__label__offensive
3550,    not as bad as a former psyqo nigger that likes anime,__label__offensive
2404,    bitch u tried it  u deserved every foul word that came out chris mouth   bye hoe ,__label__offensive
810,are we bitches   ,__label__offensive
2415,a down bitch for a real nigga,__label__offensive
3570,  go get that sum bitch,__label__offensive
1684,  pussy ride dick like she a jamaican                 gt            amp ,__label__offensive
3239,    this kid is wearing huf socks and a do not sweat my swag sweatshirt and i am like leave some pussy for the rest of us dude,__label__offensive
1005,fuck is yaw sayin bitch my hood love me ,__label__offensive
2196,    remember when people boo  one direction and gaga was having none of it i love that bitch,__label__offensive
4205,this bitch showed me it amp if you all every seen that low budget piece shit that muthafuckin clown scary then a hoe,__label__offensive
1106,    saying bitch after proving your point,__label__offensive
3491,charlie furbush    ,__label__non_offensive
912,chase really got hoes in every state it is crazy his  name the truth,__label__offensive
3433,    ross pulling hoes       httptcoyefrlbvdvb,__label__offensive
367,  lol  all the kids that act redneck in oviedo,__label__offensive
3157,    if that nigga santa come to the hood niggas gonna rob him for his sleigh and his ho ho hoes,__label__offensive
4211,    brandons a dumb fat chunky whore,__label__offensive
523,          yeah they trash q this man capitalized his h tho i am takin all ya fans,__label__non_offensive
1914,    some of you all bitches cannot even grow this on yo damn head httptcolykqlhq0wt,__label__offensive
2735,    i am a cool ass nigga lbsit is rare if a mf do not like menigga you either hating or mad cus yo bitch choosing  ,__label__offensive
3088,that is how you know who be lying about getting in the pussytalking about tasting like water and fruit and shittf is that,__label__offensive
1691,big bitches be sayin why yo eyes all on my stomach bitch why yo stomach all in my eyes,__label__offensive
3685,    when you see a bitch nigga subtweet you httptcoeclojovwg7,__label__offensive
1098,if temple beats rutgers today i will be a happy clam,__label__non_offensive
1662,    if you love her hide your bitch so you keep shorty,__label__offensive
291,    playoff hockey sucks dude have a snickers you are retarded when you are hungry,__label__offensive
1804,these hoes going broke trying to look rich act your wage,__label__offensive
3462,    you my niggah though daniel lol,__label__offensive
1044,    i got 99 problems and the bitch heard me call her a bitch so now i have 100,__label__offensive
632,this aint no bitch ass boom bap it is click clack move back,__label__offensive
3313,i get what that girls point seems to be but colored people died during the holocaust and 911 if that is a picture of the holocaust idk,__label__non_offensive
3773,is dare any colored players in hockey,__label__non_offensive
4215,        let me sit this ass on you   you and chris better gtf  ,__label__offensive
1685,she a dirty bitch and i dotn have a doubt,__label__offensive
3620,if you like   or   and you tweet bad about   are a fuckin    ,__label__offensive
2642,    this hoe  ,__label__offensive
251,  brian stfu   its twitter i could retweet anything  make me bitch slap you again  ,__label__offensive
3827,    congrats to derek jeter who will start at shortstop in his 14th and final allstar game   httptco5nhtjox ,__label__non_offensive
3927,if you are only way of trying to make me feel bad is by calling me a fat bitch whore etc then you should rethink your life,__label__offensive
38,got a iphone for business but the sidekick is for the bitches  ,__label__offensive
776,  stop being bitchy bitch,__label__offensive
2, if i ever put ma trust ina bitch  i will always be hurt   ,__label__offensive
1102,the only time i screamed was when tyrese tackled that hoe ass bitch  ,__label__offensive
2501,homework and boonies date with caitlin tonightgtgt,__label__non_offensive
4442,stupid bitch at churchs did not give me my fucking bbq sauce so now i gotta eat some dry ass chicken strips  ,__label__offensive
785,   bitch what httptcoocsudvn5hy,__label__offensive
3400,  bitch smd,__label__offensive
1714,    bitches be trying the wrong bitches amp do not even be knowing,__label__offensive
4099,      u look like an all black persian rug  with no designs on that bitch and couple nut stains dingy boy,__label__offensive
3386,that bitch came flyin in  lmao,__label__offensive
289,first thing to do when you meet a famous starsell my hoe,__label__offensive
3585,  i can turn yo bitch into a eaterrrrrrrrr,__label__offensive
1292,    son lmao     i  gonna cry every time     no bitches httptcojeihgdwlai,__label__offensive
709,person my new years resolution is to not be a jackass to everyone me yeah and i am going to buy a ps3 i am not retarded,__label__offensive
4175,  bitch nigga,__label__offensive
3209,at pussy cat lounge killin it with my girlz   and  ,__label__non_offensive
2037,whenever you need your hoe protected on social media or anywhere in the world please contact   and he will fight for that hoe,__label__offensive
4274,who needs an alarm when you have the worlds most annoying bird outside your window,__label__non_offensive
1303,      gotta watch these hoes   i swear  ,__label__offensive
2085,    llamf cumin wit better bars already bitch boiz   yall dun fukd all da way up,__label__offensive
4235,    obama says he    but   not feel repudiated  after losing senate video httptco2u10aolkxg awwwwwho ,__label__non_offensive
3451,omg     nothing in life has made me softer than fuck me with your nigger dick,__label__offensive
3565,  report me for what bitch you need to read the twitter rules and guidelines this aint facebook cunt,__label__offensive
384,  bitch i am gretchen weiners i do what i want,__label__offensive
1770,parsons trash,__label__non_offensive
4204,  lol shut up bitchim alive i just been going through itbut im good now,__label__offensive
115,pollos a lastdos pollos estaban dando vueltas en una poller  mientras los estaban cocinando a last cuando httptcofxeeajmyfz,__label__non_offensive
3265,stop trying to be down honky httptco0malbndkn9,__label__offensive
